,Player,Age_x,W,L,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%_x,OREB,DREB_x,REB,AST,TOV,PF,FP,DD2,TD3,+/-,DEF_RTG,DREB_y,DREB%,T_DREB%_x,STL,T_STL%_x,BLK,T_BLK%_x,OP_TOV,OP_2NDPTS,OP_PAINT,DEF_WS,USG%,T_FGM%,T_FGA%,T_3PM%,T_3PA%,T_FTM%,T_FTA%,T_OREB%,T_DREB%_y,T_REB%,T_AST%,T_TOV%,T_STL%_y,T_BLK%_y,T_BLKA%,T_PF%,T_PFD%,T_PTS%,Age_y,FGA_2P%,FGA_3P%,2PT%,2PT_MR%,3PT%,FBPTS%,FT%_y,OFFTOV%,PAINTPTS%,AST_2FGM%,UAST_2FGM%,AST_3FGM%,UAST_3FGM%,FGM_AST%,FGM_UAST%,PTS_TOV,2ND_CH_PTS,FB_PTS,PAINT_PTS,OPP_PTS_TOV,OPP_2ND_PTS,OPP_FBPTS,OPP_PAINT_PTS,BLKA,PFD,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,salary
265,Emmanuel Mudiay,23,10,6,16.2,3.3,6.6,50.0,0.4,1.5,29.2,1.1,1.4,77.3,0.4,2.4,2.8,2.4,1.9,1.6,15.0,0,0,1.8,2.4,12.3,17.4,0.4,16.7,0.3,12.9,6.1,4.1,3.9,17.0,0.104,24.0,26.0,23.6,11.5,14.3,18.1,17.7,16.2,17.4,17.2,34.5,33.0,16.7,12.9,35.3,23.6,19.6,23.1,23,77.4,22.6,70.8,13.8,16.2,10.8,13.1,6.2,56.9,28.3,71.7,71.4,28.6,34.0,66.0,0.5,0.4,0.9,4.6,6.1,4.1,3.9,17.0,0.8,1.3,249.0,-2.7,-2.5,-5.2,-2.9,5.7,2.8,-2.9,-1.2,-4.1,-0.2,"$1,737,145"
266,Seth Curry,29,10,6,20.9,2.6,6.1,43.3,1.4,3.8,37.7,1.4,1.5,91.7,0.4,1.2,1.6,1.6,0.8,1.8,13.9,0,0,0.7,1.2,5.3,7.6,0.6,21.4,0.2,8.8,8.6,6.9,7.3,22.1,0.039,14.5,15.7,16.1,25.6,21.6,13.7,11.4,7.8,7.6,7.6,15.8,11.0,21.4,8.8,0.0,21.5,10.9,16.4,29,37.1,62.9,29.5,14.0,53.5,13.2,17.1,17.1,15.5,36.8,63.2,87.0,13.0,64.3,35.7,1.4,0.9,1.1,1.3,8.6,6.9,7.3,22.1,0.0,1.2,314.0,0.8,-2.8,-2.0,-4.4,-4.8,-9.2,-0.1,-3.4,-3.5,-0.1,"$7,441,860"
267,Maxi Kleber,27,11,6,25.5,2.8,6.7,42.1,1.5,4.1,35.7,0.9,1.1,88.9,1.5,4.3,5.8,1.0,0.7,2.1,18.8,0,0,1.0,4.3,15.1,21.7,0.2,8.2,0.8,31.7,8.5,7.0,7.6,25.2,0.091,12.6,14.0,14.0,21.0,18.6,8.5,7.6,23.4,21.7,22.1,8.5,10.6,8.2,31.7,12.8,18.5,9.6,13.8,27,38.6,61.4,33.6,2.9,54.7,3.6,11.7,13.9,30.7,95.7,4.3,100,0.0,97.9,2.1,1.1,0.7,0.3,2.5,8.5,7.0,7.6,25.2,0.3,1.2,409.0,-1.0,1.2,0.2,-7.5,4.4,-3.2,-2.3,1.9,-0.4,0.5,"$8,000,000"
268,Elfrid Payton,25,1,3,25.4,2.8,7.3,37.9,1.3,2.0,62.5,1.3,1.5,83.3,0.8,2.3,3.0,3.8,1.8,2.0,23.0,0,0,0.8,2.3,8.9,12.7,2.5,37.0,0.0,0.0,11.8,6.8,12.0,20.0,0.067,15.0,12.0,15.1,25.0,17.8,12.2,10.2,8.8,12.7,11.4,35.7,17.5,37.0,0.0,14.3,14.5,7.5,13.1,25,72.4,27.6,37.5,6.3,46.9,12.5,15.6,40.6,31.3,16.7,83.3,80.0,20.0,45.5,54.5,3.3,0.8,1.0,2.5,11.8,6.8,12.0,20.0,0.5,1.0,102.0,-1.6,0.3,-1.3,6.0,4.3,10.3,-0.3,1.1,0.9,0.2,"$8,000,000"
269,Kentavious Caldwell-Pope,26,17,2,23.2,3.1,6.8,44.6,1.2,2.9,40.0,0.7,0.9,77.8,0.5,1.7,2.2,1.4,0.8,1.7,14.5,0,0,3.8,1.7,7.0,10.3,0.7,17.6,0.2,4.3,7.7,5.6,7.8,19.3,0.085,14.0,14.6,15.6,22.0,19.9,9.1,8.7,8.6,10.3,9.9,10.9,11.9,17.6,4.3,10.3,19.0,7.9,14.5,26,57.7,42.3,47.4,17.1,43.4,27.6,9.2,14.5,30.3,75.0,25.0,95.5,4.5,82.8,17.2,1.2,0.8,2.2,2.4,7.7,5.6,7.8,19.3,0.2,0.8,412.0,-1.0,-2.5,-3.6,-0.2,-0.9,-1.1,-1.0,-2.4,-3.4,-0.1,"$8,089,282"
270,Omari Spellman,22,4,15,18.5,2.8,6.5,42.7,0.8,2.1,37.5,1.6,1.9,81.1,2.3,3.4,5.7,1.1,1.3,1.3,19.5,1,0,-0.8,3.4,17.3,25.2,0.7,28.0,0.7,38.9,6.8,4.2,5.0,20.2,0.052,18.6,19.3,18.5,21.4,18.2,18.4,19.2,46.8,25.2,31.0,12.1,23.8,28.0,38.9,16.7,20.0,17.3,19.3,22,67.7,32.3,50.3,15.9,29.8,2.0,19.9,13.9,34.4,55.3,44.7,100,0.0,67.9,32.1,1.1,2.0,0.2,2.7,6.8,4.2,5.0,20.2,0.4,1.4,329.0,-1.4,1.1,-0.3,-1.5,2.7,1.2,-1.5,1.5,0.1,0.5,"$1,897,800"
271,DeAndre' Bembry,25,4,16,25.9,3.3,6.4,51.6,0.4,1.4,28.6,0.9,1.9,48.6,1.0,3.6,4.6,2.9,1.7,2.3,21.7,2,0,-7.8,3.6,13.1,20.2,1.5,30.6,0.4,16.3,11.9,8.0,7.4,24.1,0.043,13.9,16.0,13.7,8.4,8.5,9.1,13.8,18.2,20.2,19.7,22.7,16.0,30.6,16.3,13.6,17.8,15.4,14.1,25,78.1,21.9,73.4,0.0,15.2,20.3,11.4,24.7,73.4,60.3,39.7,100,0.0,65.2,34.8,2.0,1.0,1.6,5.8,11.9,8.0,7.4,24.1,0.6,1.7,454.0,-0.9,0.4,-0.5,-8.2,3.1,-5.1,-2.3,1.0,-1.3,0.3,"$2,603,982"
272,Austin Rivers,27,13,6,23.9,2.9,7.2,40.1,1.2,4.1,28.6,0.9,1.4,69.2,0.7,1.9,2.6,1.4,0.6,1.9,14.3,0,0,0.3,1.9,7.3,10.7,0.5,14.1,0.1,4.7,8.6,6.7,7.7,26.7,0.037,14.0,14.0,16.0,13.9,16.8,9.6,10.8,14.9,10.7,11.6,13.8,8.5,14.1,4.7,14.7,17.1,13.9,13.3,27,43.8,56.2,44.0,0.0,44.0,13.3,12.0,15.3,44.0,24.2,75.8,77.3,22.7,45.5,54.5,1.2,1.1,1.1,3.5,8.6,6.7,7.7,26.7,0.3,1.5,423.0,-0.1,-2.1,-2.3,5.0,-8.8,-3.8,0.7,-3.5,-2.7,0.0,"$2,174,318"
273,Frank Jackson,21,5,13,15.8,2.7,7.0,38.9,1.1,3.3,33.3,1.3,1.7,80.0,0.3,1.2,1.5,1.1,1.0,1.7,11.9,0,0,-3.6,1.2,7.4,11.8,0.4,18.6,0.1,3.3,5.8,5.4,6.3,19.3,-0.009,21.6,19.6,22.5,22.2,26.3,24.5,22.4,7.8,11.8,10.8,13.2,21.2,18.6,3.3,27.6,18.6,16.4,20.6,21,52.4,47.6,40.8,9.9,42.3,9.9,16.9,23.2,31.0,41.4,58.6,90.0,10.0,61.2,38.8,1.8,0.5,0.8,2.4,5.8,5.4,6.3,19.3,0.4,1.2,277.0,-0.9,-6.4,-7.4,0.9,-7.9,-6.9,-0.6,-7.0,-7.6,-0.7,"$1,618,520"
274,Christian Wood,24,6,11,14.2,2.9,4.9,58.3,0.6,1.4,45.8,1.5,2.2,65.8,1.1,3.1,4.2,0.4,0.7,0.8,16.6,2,0,1.6,3.1,20.4,30.1,0.3,14.7,1.0,44.7,5.8,3.6,4.4,14.4,0.075,19.4,25.9,20.4,21.2,16.9,22.9,25.5,35.3,30.1,31.3,5.0,13.3,14.7,44.7,17.9,13.5,29.2,24.9,24,71.4,28.6,56.7,1.5,24.6,14.2,18.7,21.6,55.2,76.3,23.7,81.8,18.2,77.6,22.4,1.7,1.4,1.1,4.4,5.8,3.6,4.4,14.4,0.3,2.1,232.0,1.4,4.5,5.9,-2.1,7.2,5.0,0.8,5.3,6.1,1.1,"$1,645,357"
275,JaMychal Green,29,14,6,22.9,2.7,6.5,41.9,1.7,4.4,37.9,0.8,1.0,84.2,1.5,5.7,7.1,0.5,1.0,2.6,19.0,2,0,3.0,5.7,21.6,31.2,0.6,18.2,0.4,14.0,7.5,6.1,6.8,20.7,0.094,13.5,13.7,14.9,32.0,28.9,7.8,7.3,24.0,31.2,29.4,4.6,12.4,18.2,14.0,15.8,21.8,7.2,14.4,29,32.6,67.4,26.8,1.3,63.1,6.4,10.2,17.2,25.5,61.9,38.1,100,0.0,85.2,14.8,1.4,1.5,0.5,2.0,7.5,6.1,6.8,20.7,0.5,0.9,430.0,-1.2,-0.5,-1.7,0.4,3.0,3.4,-1.0,0.1,-0.9,0.4,"$4,767,000"
276,Bismack Biyombo,27,6,13,16.2,3.1,5.1,59.8,0.0,0.0,0.0,1.7,3.2,55.0,1.5,2.5,4.0,0.8,0.7,1.9,16.4,1,0,-1.5,2.5,14.9,24.2,0.3,14.6,0.7,46.7,5.5,4.3,4.8,17.6,0.032,19.0,22.8,17.5,0.0,0.0,33.0,39.7,42.6,24.2,29.0,10.0,16.0,14.6,46.7,39.1,27.8,31.9,21.8,27,100,0.0,77.9,1.3,0.0,8.1,22.1,15.4,76.5,81.0,19.0,0.0,0.0,81.0,19.0,1.2,1.1,0.6,6.0,5.5,4.3,4.8,17.6,0.5,2.4,264.0,0.3,-0.4,-0.1,1.8,3.4,5.3,0.6,0.4,1.0,0.5,"$17,000,000"
277,Shabazz Napier,28,4,2,22.2,2.2,7.2,30.2,1.2,5.2,22.6,2.3,2.7,87.5,0.2,2.3,2.5,4.5,2.0,0.7,21.6,0,0,3.7,2.3,9.5,14.1,1.5,25.7,0.5,33.3,9.3,5.8,4.2,18.7,0.192,17.2,12.4,17.1,18.9,26.1,25.0,21.6,3.7,14.1,11.9,44.3,20.3,25.7,33.3,5.3,7.8,24.6,15.5,28,27.9,72.1,25.5,12.8,44.7,8.5,29.8,12.8,12.8,33.3,66.7,14.3,85.7,23.1,76.9,1.0,0.5,0.7,1.0,9.3,5.8,4.2,18.7,0.2,2.7,133.0,-1.0,3.9,2.9,-4.7,10.5,5.8,-1.7,5.3,3.6,0.4,"$1,882,867"
278,Delon Wright,27,12,6,21.8,2.9,5.9,48.6,0.5,1.6,32.1,1.4,1.8,81.3,0.8,2.7,3.5,3.1,0.8,1.2,20.1,0,0,3.8,2.7,10.8,16.2,1.1,35.1,0.3,17.1,7.2,5.9,5.9,21.4,0.087,14.2,15.2,14.2,7.9,8.8,17.3,16.7,17.9,16.2,16.6,27.5,14.9,35.1,17.1,23.7,12.3,12.4,14.7,27,73.8,26.2,61.9,0.0,19.4,21.6,18.7,20.1,61.9,34.9,65.1,77.8,22.2,42.3,57.7,1.6,0.8,1.7,4.8,7.2,5.9,5.9,21.4,0.5,1.3,378.0,1.6,1.2,2.9,-1.6,4.5,2.8,1.1,1.9,3.0,1.1,"$9,473,684"
279,Jalen Brunson,23,12,6,16.9,3.0,6.4,46.6,0.6,2.1,27.0,1.1,1.6,69.0,0.6,1.9,2.6,2.8,1.1,1.4,15.5,0,0,3.7,1.9,9.9,13.9,0.6,27.0,0.0,0.0,5.4,3.6,4.6,15.0,0.081,19.5,19.9,20.0,12.3,15.9,19.6,20.3,16.7,13.9,14.5,30.5,22.6,27.0,0.0,13.3,18.5,27.7,19.0,23,68.1,31.9,63.8,11.6,21.7,14.5,14.5,13.0,52.2,34.1,65.9,100,0.0,46.3,53.7,1.0,0.7,1.1,4.0,5.4,3.6,4.6,15.0,0.2,2.3,295.0,1.4,2.9,4.3,0.9,6.3,7.2,1.3,3.7,5.0,1.2,"$1,416,582"
280,Justin Holiday,30,12,7,25.0,2.6,6.4,40.2,1.5,4.1,36.4,1.0,1.2,82.6,0.4,3.4,3.8,1.7,0.6,1.8,19.3,0,0,1.4,3.4,12.2,18.4,1.1,27.8,0.7,24.5,9.4,7.1,6.6,24.5,0.124,12.4,12.0,13.4,28.0,26.8,13.2,13.0,7.3,18.4,15.8,13.0,7.9,27.8,24.5,13.7,15.6,13.6,13.7,30,36.9,63.1,29.0,8.3,57.9,17.9,13.1,15.2,20.7,85.7,14.3,96.4,3.6,91.8,8.2,1.2,0.7,1.4,1.6,9.4,7.1,6.6,24.5,0.4,1.3,425.0,0.3,2.1,2.4,-4.4,2.9,-1.5,-0.5,2.3,1.8,1.0,"$4,767,000"
281,Nerlens Noel,25,7,10,18.6,3.0,4.6,64.6,0.0,0.0,0.0,1.6,2.0,79.4,1.2,3.6,4.8,1.5,1.2,2.9,22.6,1,0,-3.6,3.6,17.7,28.2,0.9,27.6,1.8,65.2,7.2,7.1,5.5,18.6,0.047,15.8,21.2,14.7,0.0,0.0,21.8,21.7,48.8,28.2,31.7,18.3,20.0,27.6,65.2,2.9,35.7,23.6,19.3,25,100,0.0,79.1,9.3,0.0,4.7,20.9,11.6,69.8,82.4,17.6,0.0,0.0,82.4,17.6,0.9,1.5,0.4,5.3,7.2,7.1,5.5,18.6,0.1,1.9,292.0,-1.0,4.8,3.9,-6.8,-1.6,-8.4,-2.1,4.0,1.9,0.7,"$2,028,594"
282,DeAndre Jordan,31,8,8,21.4,3.1,4.7,66.7,0.0,0.0,0.0,1.3,2.1,63.6,2.3,7.0,9.3,2.0,1.0,2.1,25.4,3,0,-3.9,7.0,28.7,43.4,0.4,15.2,1.1,56.3,9.9,5.9,5.8,20.8,0.049,12.5,18.2,12.1,0.0,0.0,15.9,18.6,54.5,43.4,45.7,20.1,12.3,15.2,56.3,13.5,20.7,25.4,15.9,31,100,0.0,82.6,0.0,0.0,0.0,17.4,14.9,82.6,80.0,20.0,0.0,0.0,80.0,20.0,1.1,2.4,0.0,6.3,9.9,5.9,5.8,20.8,0.3,2.7,319.0,-0.1,0.3,0.2,-5.1,-1.6,-6.6,-1.0,0.0,-1.0,0.3,"$9,881,598"
283,Dwayne Bacon,24,4,11,21.2,2.9,8.9,32.3,0.6,2.5,23.7,1.2,1.7,69.2,0.5,2.3,2.7,1.3,1.3,1.7,14.5,0,0,-7.6,2.3,11.1,16.8,0.9,26.5,0.1,9.1,8.2,5.3,7.1,25.1,0.027,21.5,18.5,22.9,12.0,17.0,18.0,18.7,9.7,16.8,15.0,14.3,18.3,26.5,9.1,20.5,19.8,14.2,17.6,24,71.4,28.6,60.2,10.6,23.9,15.9,15.9,16.8,49.6,50.0,50.0,88.9,11.1,58.1,41.9,1.3,1.1,1.2,3.7,8.2,5.3,7.1,25.1,0.6,1.3,298.0,-6.3,0.7,-5.6,-7.3,1.8,-5.5,-6.7,1.0,-5.8,-0.5,"$1,618,520"
284,Jeff Green,33,12,7,19.1,2.2,6.3,35.0,1.2,3.5,32.8,1.9,2.5,77.1,0.4,2.5,2.9,0.6,1.2,1.6,13.6,0,0,-1.9,2.5,11.9,17.6,0.4,16.0,0.5,25.6,7.2,5.4,5.9,19.7,0.072,19.4,15.3,19.0,26.2,28.2,27.0,27.3,12.1,17.6,16.7,7.8,18.2,16.0,25.6,15.9,18.7,22.7,18.6,33,44.2,55.8,28.0,2.8,46.2,6.3,25.9,14.0,25.2,65.0,35.0,95.5,4.5,81.0,19.0,1.1,0.3,0.5,1.9,7.2,5.4,5.9,19.7,0.4,1.8,347.0,-2.8,-0.4,-3.2,-5.2,-1.1,-6.3,-3.4,-0.6,-4.1,-0.2,"$2,564,753"
285,Marquese Chriss,22,4,15,17.9,2.7,5.4,50.0,0.2,0.8,20.0,2.0,2.3,86.4,1.4,3.3,4.7,2.3,1.4,2.2,20.6,0,0,-3.0,3.3,19.2,29.0,0.8,24.6,1.0,59.4,6.9,4.6,4.9,19.2,0.010,17.8,18.5,16.2,3.8,6.7,25.7,25.4,38.6,29.0,31.3,24.6,26.2,24.6,59.4,17.8,30.8,22.2,18.4,22,85.3,14.7,67.1,4.2,6.3,7.7,26.6,18.2,62.9,66.7,33.3,100,0.0,68.6,31.4,1.4,2.0,0.6,4.7,6.9,4.6,4.9,19.2,0.4,1.8,315.0,-1.7,4.5,2.8,0.9,-3.0,-2.1,-1.3,3.5,2.2,0.8,"$1,678,854"
286,Patrick Beverley,31,13,5,30.1,2.8,7.6,36.5,1.2,4.5,27.2,0.7,1.2,61.9,1.3,5.0,6.3,3.3,1.6,3.8,24.7,2,0,3.8,5.0,15.5,22.3,1.4,25.5,0.7,20.3,10.3,6.3,8.3,25.2,0.145,13.1,11.2,13.6,16.8,21.0,6.0,7.7,16.8,22.3,20.8,23.2,15.6,25.5,20.3,6.7,26.1,14.5,10.9,31,40.9,59.1,41.5,1.5,48.9,7.4,9.6,18.5,40.0,35.7,64.3,100,0.0,64.0,36.0,1.4,0.6,0.6,3.0,10.3,6.3,8.3,25.2,0.2,2.2,507.0,-2.1,3.7,1.5,-0.3,4.7,4.4,-1.9,4.0,2.1,1.2,"$12,345,679"
287,Bruce Brown,23,6,13,27.1,3.0,7.0,42.9,0.5,1.6,33.3,0.9,1.7,54.5,0.8,3.2,4.0,3.7,1.9,2.9,20.6,0,0,-2.4,3.2,11.6,17.0,1.1,26.0,0.5,17.2,11.0,8.5,6.6,27.9,0.054,15.6,13.7,14.8,8.3,9.5,10.5,14.7,15.5,17.0,16.7,26.4,21.6,26.0,17.2,28.8,25.9,13.6,12.7,23,77.4,22.6,66.2,1.4,21.1,17.6,12.7,17.6,64.8,34.0,66.0,100,0.0,45.6,54.4,1.3,0.4,1.3,4.8,11.0,8.5,6.6,27.9,0.8,1.5,489.0,-4.4,3.1,-1.3,-3.6,-1.7,-5.3,-4.5,2.4,-2.1,0.2,"$1,416,852"
288,Willie Cauley-Stein,26,3,14,22.5,3.4,6.2,54.3,0.0,0.0,0.0,0.8,1.0,76.5,1.3,4.9,6.2,1.6,0.9,2.9,23.0,0,0,-5.9,4.9,20.9,31.6,1.1,27.7,1.1,46.3,8.1,7.7,5.0,21.5,0.027,14.5,18.9,15.3,0.0,0.0,9.3,9.8,36.7,31.6,32.5,14.3,15.8,27.7,46.3,21.3,30.8,11.2,15.7,26,100,0.0,89.8,4.7,0.0,17.3,10.2,19.7,85.0,78.9,21.1,0.0,0.0,78.9,21.1,1.5,1.1,1.3,6.4,8.1,7.7,5.0,21.5,0.6,1.0,359.0,-4.7,3.4,-1.3,-2.0,0.3,-1.6,-4.4,3.1,-1.3,0.3,"$2,177,483"
289,Enes Kanter,27,6,5,16.5,2.9,5.1,57.1,0.0,0.1,0.0,1.6,2.5,64.3,2.6,3.5,6.1,1.2,0.8,1.2,19.5,0,0,4.6,3.5,20.4,30.2,0.8,34.6,0.5,50.0,4.8,4.4,3.6,16.0,0.078,17.5,20.5,16.6,0.0,0.9,24.3,28.3,61.7,30.2,38.7,13.5,17.0,34.6,50.0,25.0,19.4,27.3,19.1,27,98.2,1.8,78.0,4.9,0.0,6.1,22.0,14.6,73.2,43.8,56.3,0.0,0.0,43.8,56.3,1.1,2.5,0.5,5.5,4.8,4.4,3.6,16.0,0.5,2.2,160.0,3.5,2.3,5.7,4.3,-1.0,3.3,3.8,1.7,5.5,0.7,"$4,767,000"
290,Allonzo Trier,23,1,8,13.8,2.1,4.2,50.0,1.1,2.4,45.5,2.1,2.7,79.2,0.1,1.4,1.6,1.4,1.7,2.2,11.5,0,0,-5.7,1.4,9.8,14.0,0.2,11.8,0.3,21.4,6.6,3.0,3.0,13.8,0.041,20.4,23.2,17.7,31.3,25.6,38.0,32.9,3.3,14.0,11.4,31.7,30.0,11.8,21.4,21.4,27.0,26.8,27.2,23,42.1,57.9,26.9,17.9,44.8,17.9,28.4,14.9,9.0,0.0,100,70.0,30.0,36.8,63.2,1.1,0.4,1.3,0.7,6.6,3.0,3.0,13.8,0.3,1.7,124.0,-2.7,-7.0,-9.6,-10.8,1.5,-9.3,-4.3,-5.7,-10.0,-0.5,"$3,551,100"
291,Brad Wanamaker,30,13,5,17.3,2.4,4.9,50.0,0.5,1.2,40.9,2.1,2.3,90.2,0.4,1.8,2.2,2.8,1.2,1.8,15.9,0,0,1.4,1.8,9.1,13.6,0.7,21.0,0.2,9.8,4.9,4.9,4.0,15.2,0.099,17.3,17.9,15.6,13.0,10.2,30.8,27.2,13.3,13.6,13.5,33.8,24.1,21.0,9.8,22.9,23.2,21.5,19.7,30,75.0,25.0,52.2,4.5,20.1,25.4,27.6,22.4,47.8,51.4,48.6,88.9,11.1,59.1,40.9,1.7,0.7,1.9,3.6,4.9,4.9,4.0,15.2,0.4,1.7,293.0,1.2,1.6,2.7,-2.6,1.8,-0.8,0.5,1.6,2.1,0.7,"$1,445,697"
292,Marvin Williams,33,8,13,19.6,2.7,5.4,49.1,1.3,3.3,40.6,0.7,0.9,83.3,0.5,2.3,2.8,0.9,0.6,1.8,14.1,0,0,-2.3,2.3,11.3,18.2,0.6,24.5,0.3,18.8,8.1,5.9,5.3,19.7,0.024,13.8,16.5,15.4,24.6,21.0,11.0,9.9,13.0,18.2,17.0,9.0,10.8,24.5,18.8,5.7,21.8,12.4,16.7,33,39.5,60.5,36.1,2.6,54.2,5.2,9.7,18.7,33.5,53.6,46.4,96.4,3.6,75.0,25.0,1.4,1.2,0.4,2.5,8.1,5.9,5.3,19.7,0.1,1.0,371.0,0.4,-2.5,-2.1,1.3,-0.0,1.3,0.6,-2.1,-1.5,0.2,"$15,006,250"
293,Kent Bazemore,30,8,12,22.5,2.4,7.3,33.1,1.1,3.4,32.4,1.4,1.8,77.8,0.4,3.9,4.3,1.9,1.5,3.0,18.6,0,0,-3.0,3.9,15.1,22.7,0.9,32.7,0.7,25.0,7.8,7.8,6.3,21.7,0.053,17.2,13.1,17.0,22.0,23.0,15.6,15.9,7.6,22.7,19.2,21.9,21.2,32.7,25.0,19.2,23.1,19.1,14.4,30,53.1,46.9,35.6,12.3,45.2,21.9,19.2,11.0,23.3,34.6,65.4,95.5,4.5,62.5,37.5,0.8,0.7,1.6,1.7,7.8,7.8,6.3,21.7,0.5,2.1,433.0,-2.5,1.9,-0.6,-7.7,-0.9,-8.6,-3.6,1.5,-2.1,0.2,"$19,269,662"
294,JaVale McGee,31,17,2,16.9,3.2,5.2,62.2,0.0,0.0,0.0,0.8,1.3,64.0,1.8,4.4,6.2,0.8,0.9,2.1,20.4,2,0,3.3,4.4,24.1,34.0,0.6,16.4,1.2,42.6,5.9,4.3,6.2,14.8,0.071,16.1,20.1,16.1,0.0,0.0,19.0,22.3,47.3,34.0,37.1,7.4,16.3,16.4,42.6,24.1,30.5,24.8,18.1,31,100,0.0,88.4,0.0,0.0,6.5,11.6,18.1,88.4,70.5,29.5,0.0,0.0,70.5,29.5,1.3,1.9,0.5,6.4,5.9,4.3,6.2,14.8,0.4,1.4,299.0,-0.7,4.6,3.9,2.3,-1.7,0.6,-0.2,3.6,3.4,0.9,"$4,000,000"
295,Dwight Powell,28,10,5,25.2,3.0,4.7,64.3,0.3,0.7,40.0,0.9,1.9,50.0,1.6,2.7,4.3,1.3,1.1,2.7,16.4,0,0,5.7,2.7,9.9,14.4,0.7,20.4,0.4,18.2,10.0,6.9,6.5,26.4,0.058,11.0,13.2,10.3,3.3,3.4,9.9,15.0,30.4,14.4,17.9,9.3,13.8,20.4,18.2,28.0,29.5,21.3,11.5,28,85.7,14.3,75.9,0.0,11.1,1.9,13.0,9.3,75.9,82.9,17.1,100,0.0,84.4,15.6,0.7,1.5,0.1,5.5,10.0,6.9,6.5,26.4,0.5,2.6,354.0,-1.3,-0.3,-1.5,8.9,-2.4,6.5,0.6,-0.7,-0.1,0.5,"$10,259,375"
296,Cam Reddish,20,4,13,23.9,2.4,8.4,28.7,0.8,3.6,21.3,1.5,1.9,78.8,0.6,2.9,3.5,1.7,1.8,1.9,15.7,0,0,-9.2,2.9,12.0,18.7,0.9,18.8,0.3,10.2,9.3,7.0,7.8,24.8,0.025,18.5,13.1,19.4,18.1,23.6,15.9,14.6,11.9,18.7,17.0,16.2,19.9,18.8,10.2,18.9,16.7,15.5,14.0,20,57.3,42.7,46.3,6.6,32.2,10.7,21.5,18.2,39.7,60.7,39.3,69.2,30.8,63.4,36.6,1.3,0.6,0.8,2.8,9.3,7.0,7.8,24.8,0.8,1.9,395.0,-5.1,-0.8,-5.8,-11.3,-0.6,-11.9,-6.5,-0.7,-7.1,-0.9,"$4,245,720"
297,Mason Plumlee,29,13,4,16.7,2.9,4.9,59.0,0.0,0.1,0.0,1.4,2.6,51.1,1.8,3.8,5.6,2.1,1.5,2.6,19.7,0,0,-1.0,3.8,19.6,29.9,0.6,23.8,0.8,36.8,4.9,3.9,4.4,16.1,0.089,19.0,22.0,15.7,0.0,1.3,28.4,34.1,41.9,29.9,33.0,23.5,31.3,23.8,36.8,13.6,33.8,27.4,20.7,29,97.6,2.4,81.0,1.7,0.0,5.0,19.0,14.0,79.3,73.5,26.5,0.0,0.0,73.5,26.5,1.0,1.5,0.4,5.6,4.9,3.9,4.4,16.1,0.2,2.0,267.0,-1.8,4.5,2.7,-5.0,0.9,-4.0,-2.5,3.9,1.5,0.6,"$14,041,096"
298,Chandler Hutchison,23,2,7,17.1,2.2,4.9,45.5,0.6,1.3,41.7,2.1,3.2,65.5,0.1,3.6,3.7,0.9,1.3,1.3,13.8,0,0,-2.1,3.6,18.9,27.6,0.6,16.7,0.2,13.3,9.9,4.0,8.0,21.8,0.084,17.3,16.9,16.2,18.5,12.6,25.3,29.6,3.2,27.6,22.4,12.3,16.9,16.7,13.3,10.5,14.1,30.9,18.9,23,72.7,27.3,46.9,0.0,23.4,25.0,29.7,20.3,46.9,60.0,40.0,100,0.0,70.0,30.0,1.4,0.8,1.8,3.3,9.9,4.0,8.0,21.8,0.2,2.8,154.0,-1.4,2.4,1.0,-7.4,5.2,-2.2,-2.5,3.0,0.6,0.3,"$2,332,320"
299,Joe Ingles,32,12,7,27.5,2.4,6.7,35.2,1.3,4.6,28.7,1.1,1.3,80.0,0.3,3.9,4.2,3.3,1.4,2.2,18.3,0,0,-1.4,3.9,12.9,19.0,0.8,19.2,0.1,3.9,10.4,8.8,6.8,28.3,0.113,13.4,11.3,14.2,20.5,26.2,10.1,9.3,5.6,19.0,16.5,28.7,14.6,19.2,3.9,4.8,17.1,10.7,12.1,32,32.0,68.0,29.6,3.0,55.6,14.1,14.8,23.0,26.7,40.0,60.0,72.0,28.0,57.8,42.2,1.6,0.1,1.0,1.9,10.4,8.8,6.8,28.3,0.2,1.3,496.0,-1.7,-1.8,-3.5,-6.5,0.6,-5.9,-2.7,-1.5,-4.1,-0.4,"$11,954,546"
